0,1
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5876_output_36.png,Endoso
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5867_output_21.png,y cinco plata vieja: A noventa dias fecha
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5891_output_13.png,"su plazo oy dia dela fha, aunque acuenta de el tenia entregado"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5872_output_15.png,"cripto Escrivano, Publico, y ma-"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5894_output_01.png,Veinte maravedis.
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5882_output_02.png,Dn. Pedro. Raynaud
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5884_output_41.png,letra a Dn. Pedro Desponte socio de su compañia por quien
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5862_output_11.png,el requerimiento de aceptacion esto dio por su respuesta no
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5868_output_10.png,ta y tres doce reales plata vieja: A noven-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5899_output_13.png,a causa de los embargos que se les ha echo como a na-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5884_output_34.png,pidio la presente original y requiera con ella a los Señores Lecu-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5868_output_09.png,cientos noventa y dos: Son Doblones ochen-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5869_output_03.png,"MARAVEDIS, AÑO DE MIL"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5869_output_28.png,"del referido Dn. Andres Lacasaigne, me pi-"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5891_output_20.png,Josef Rodriguez
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5896_output_29.png,y requiera con la misma a los Señores Dn. Felipe
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5890_output_32.png,mil setecientos nobenta y dos= Juan y JeremiaK Nay ler
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5889_output_14.png,puesta no obstante la qual el requirente se afirmo en
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5867_output_04.png,el mayor contra
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5874_output_14.png,te caso como en ellas se contiene de que otor-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5871_output_07.png,"su poder, se dio p. contento y entregado a su"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5886_output_40.png,Paguese a la orden de Mr. Zafsui Padre e hijo valor en cuenta Ruum ve-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5890_output_01.png,Protesto de Letra
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5896_output_05.png,"tena, y Compa."
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5900_output_35.png,Y asi copiada dicha Letra el referido dn. Fernando Rogel me pidió
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5861_output_22.png,Amburgo a noviembre veinte y ocho de mil setecientos no-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5862_output_20.png,sef Pelaez Dn Juan Vanque y Dn Juan Lu
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5900_output_31.png,aqui oy valor de dichos Señores. Londres y Febrero veinte de
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5891_output_09.png,en mas haya lugar sobre qe. dijo hacia los protestos en esta ra-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5869_output_20.png,Otro.
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5886_output_01.png,Veinte maravedis.
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5870_output_17.png,cir no ven pnestro y de todo fueron testigos
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5895_output_02.png,tener los Bienes Embargados. Esto dio por su res-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5892_output_19.png,Noviembre
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5880_output_01.png,Protesto de Letra
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5865_output_23.png,"rata pecunia, Leyes del entrego su primera engaño"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5900_output_11.png,comercio de esta Plaza a quien doy fe
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5880_output_16.png,de es como sigue
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5886_output_31.png,Paguese ala orden delos Sres. hnos If Nathan Lienmann valor recibido. Am-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5892_output_09.png,Don Josef Bount y Sobrino
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5896_output_26.png,Dn. Felipe Beltena y Compañia. Cadiz
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5882_output_03.png,Contra
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5899_output_22.png,de Burum
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5896_output_16.png,Castellano su tenor es el siguiente
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5872_output_10.png,Dn. Mig. Maria Chacopineli
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5874_output_10.png,sobre su recibo por no ser de presente re-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5880_output_37.png,yo el Escrivano mostre la dha Letra a Dn. Pablo Ferrani uno de los
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5868_output_13.png,"menor a nuestra orden, la cantidad de-"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5886_output_44.png,hijo= Paguese ala orden delos Sres. Boyd Ken y Compañia valor recibido en
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5890_output_36.png,Y asi copiada dha Letra y endosos el referido Dn. Arturo Gor-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5865_output_11.png,Recivo y
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5874_output_15.png,"ga recibo en forma, cediendo y traspasando"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5873_output_19.png,querimiento y protesta qe. antecede al insiomuado Dn.
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5864_output_32.png,pañia no la pagaba C. haviendo assi pre-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5886_output_16.png,Dn. Diego Duff de esta vezindad y Comercio a
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5861_output_35.png,Endoso
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5880_output_29.png,vt retro= Bramesel y Compañia
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5870_output_18.png,"Dn. Josef Pelaez, Dn. Josef el carano, y Dn. Ju-"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5874_output_20.png,"daños, perjuicios, costos, gastos, cambios"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5892_output_43.png,me pidio la presente orig. y requiera con ella a los
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5877_output_05.png,Dn. Juan Panale y Dn. Rafael de los Rios vecinos de Cadiz=
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5867_output_27.png,sin Laurent Chartelain y Compa.=A Dn. Fran-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5892_output_34.png,Samuel Ford = A los Sres. dn. Josef Bount y Sobrino. Cadiz
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5862_output_17.png,to y carta de pago delos en
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5893_output_12.png,va pronto aceptarla vajo de Protesto pr. onor delos
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5893_output_13.png,"Sres Vander Meulen y Joivet, sus prim. Endosantes."
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5900_output_45.png,y venir librada con mucha anterioridad de que devia:
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5888_output_25.png,"tres= Son libras trescientas treinta, y nueve y un"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5882_output_28.png,defecto le proteste que todos los daños perjuicios cam-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5874_output_22.png,se causaren por el medio y en la for-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5896_output_24.png,en mi mismo que pasaran a la Cuenta C F segun
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5898_output_06.png,Protesto de Letra
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5900_output_02.png,Dn. Fernando Roger
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5870_output_10.png,va pronto a hacerse pago en si mismo del
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5891_output_03.png,"MARAVEDIS, AÑO DE MIL"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5864_output_30.png,y requeri al dcho Dn. Ramon Equiluz C. quien
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5889_output_06.png,menoscavos seguidos y que se causaren hasta su
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5888_output_11.png,En la ciudad de Cadiz a cin-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5888_output_20.png,y me exhivio una Letra primera de cambio es
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5861_output_10.png,En la ciudad de Cadiz atres dias del
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5862_output_23.png,Buram
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5888_output_12.png,co dias del mes de Marzo del
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5900_output_17.png,terlinas a uso y medio mandara usted pagar por esta nu-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5868_output_02.png,"SELLO QVARTO, VEINTE"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5880_output_26.png,los señores Dn. Andres Ferrani Hijo y Compañia
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5890_output_02.png,Dn Arturo Gordon y Compa
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5881_output_10.png,Cipriano Jbh
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5872_output_32.png,a mi orden la cantidad de quatro cientos veinte y un
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5900_output_12.png,"conozco, y me exivio una Letra Segunda"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5884_output_29.png,orden delos Sres. Boyd Ken y Compañia valor recibido Paris treinta de Enero
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5881_output_32.png,Cipriano Jfot
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5863_output_23.png,"ducidas al castellano, su contenido es el siguiente"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5865_output_05.png,be y Compa. segundos endosantes no lo firmo p. no ser
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5894_output_06.png,Protesto.
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5873_output_15.png,"todos los daños perjuicios, cambios, y recambios segui-"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5886_output_41.png,inte y nueve Diziembre demil setecientos nobenta y dos. Riout= Paguese
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5881_output_15.png,quatro nD. depta. dedha moneda delo dños del protesto qe. antecede y este recibo p. onor dela fir-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5879_output_10.png,"y Dn. Juan Pasqual Gomez, Quintero vezinos de Cadiz="
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5861_output_23.png,venta y dos por ducados dos mil y doscientos de a trescien-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5894_output_10.png,En la ciudad de Cadiz a ve-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5868_output_18.png,Francisco de Pio. Cadiz.
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5885_output_05.png,TRES.
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5899_output_10.png,lugar en cuya virtud yo el Essno. mostre la insinuada
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5864_output_19.png,on q. le asiste me pidio la presente auorna
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5875_output_05.png,TRES.
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5881_output_01.png,Veinte maravedis.
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5896_output_18.png,Paris quatro de Marzo mil setecientos noventa y tres por
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5900_output_22.png,todos= Waymouth Hermanos= Al Sor. Dn. Diego Nogue. Cadiz
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5889_output_02.png,Duff me pidio la presente original a los Señores Cou-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5869_output_16.png,Endoso.
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5880_output_08.png,tecientos nobenta y tres. ante mi el Ynfras
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5862_output_21.png,nos de Cadiz=
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5882_output_17.png,ocho reales plata vieja cada uno=A noventa dias fecha se servira
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5866_output_12.png,Guillermo Gordon
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5894_output_31.png,quenta C.F. Segun el abiso de: Digo como arniva
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5893_output_17.png,"pr. noser nesesario, y atodo fueron testigos, dn. Jo-"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5892_output_35.png,En caso necesario a Don Diego Duff.
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5873_output_18.png,mas haya lugar en cuya virtud yo el Essno. hize el re-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5871_output_20.png,"la forma qe. mas le combenga, y hasde. qe. co-"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5892_output_08.png,Contra
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5874_output_19.png,dela citada Letra con mas todos los
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5876_output_30.png,Letra
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5861_output_20.png,comprehende con el siguiente-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5872_output_30.png,"uno. anoventa dias dela fecha, sera vmd. servido"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5892_output_22.png,sello tercero
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5876_output_44.png,virtud yo el Escrivano mostre las dichas Letras al expresado Dn. Diego
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5890_output_34.png,y compañia o asu orden. Londres primero de Enero mil
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5872_output_05.png,SETECIENTOS NOVENTA Y
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5862_output_14.png,mo deque haviendo consequente ala indicacion que
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5884_output_12.png,hivio una letra segunda de Cambio escrita en
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5881_output_19.png,"onor a la espuesta firma cede, renuncia y traspasa en su favor lodos los dños y acciones"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5873_output_09.png,Compañia
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5870_output_20.png,Josef Rodriguez
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5898_output_19.png,que la misma contiene su tenor es el siguiente.
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5864_output_05.png,Wand valor en cuenta Amsterdam veinte de
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5874_output_17.png,corresponden para pedir y cobrar delos
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5886_output_29.png,La primera aceptada en casa delos Sres. Lecuteun Despontes y Compañia a
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5865_output_17.png,ducados de trescientos setenta y cinco mns. pr ducados
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5889_output_09.png,tre la dicha Letra a dn. Antonio Counant socio de
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5865_output_20.png,tenerlo en su poder se dio por contento y esta pa-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5879_output_01.png,mostre la expresada Letra a Dn Josef Agustin Valverde
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5882_output_36.png,protesto no obstante lo qual el requirente se afir-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5869_output_27.png,"Y asi copiadas las zitadas Letras y endosos,"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5878_output_46.png,dosante y quien mas haya lugar en cuya Virtud y el Essno
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5861_output_14.png,Cavildo y Ayuntamiento de ella y tes
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5870_output_15.png,"melo pidio por vezindad, e yo lo doy de lo que"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5861_output_28.png,mismos y Vmd. los cargara en cuenta como le avisamos este
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5871_output_03.png,doblon y veinte por R. de otras especie-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5861_output_01.png,Veinte maravedis.
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5868_output_15.png,"ta vieja, valor en nosotros mismos, que-"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5894_output_38.png,"cumplido qe. sea su plazo, y de lo contrario lepro-"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5867_output_34.png,valor en quenta: San Quintin catorce de
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5872_output_13.png,año de mil setecientos noven-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5898_output_33.png,civido Cadiz ocho marzo de mil setecientos noven-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5893_output_20.png,Josef Rodriguez
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5897_output_19.png,de Burum
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5890_output_13.png,tra primera de cambio escrita en Ydioma Extrangero qe.
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5863_output_14.png,ante mi eI Ynfraescrito Esso. pp.
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5881_output_05.png,TRES.
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5894_output_42.png,dijo hacia los Protestos en esta razon necesarios
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5864_output_35.png,prador C. el importe de la citada Letra en
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5861_output_44.png,Prosigue
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5863_output_21.png,"primera de cambio, a la q acompaña su segunda"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5863_output_08.png,Contra
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5885_output_02.png,"SELLO QVARTO, VEINTE"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5888_output_22.png,tellano con los endosos que la misma compren-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5869_output_24.png,viembre de mil setecientos noventa y dos= Foul-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5867_output_18.png,Letra
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5862_output_06.png,"libradores, endosantes y de quien mas hubiese lugar ende-"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5892_output_44.png,"Sres. Dn Josef Bount y Sobrino, contra quien viene"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5882_output_15.png,Lion veinte y siete de Enero de mil setecientos noventa y tres por
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5871_output_30.png,Josef Rodriguez
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5884_output_07.png,mes de Febrero del año de mil setecientos no-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5882_output_08.png,fraescripto Essno. Publico y mayor del ca-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5871_output_06.png,este Ynstrumento. Y de todo ello p. tenenlo en
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5869_output_37.png,"ta, en esta razon necesaria; en cuya virtud, yo"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5878_output_25.png,A uso y medio mandara vmd. pagan esta primera de Cambio a
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5887_output_01.png,contado. Paris treinta de Enero demil setecientos nobenta y tres= Rou-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5864_output_10.png,treinta de Noviembre de mil setecientos
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5886_output_08.png,Contra
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5867_output_39.png,ne el mayor valor en quenta: Paris diez
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5880_output_12.png,vio una Letra primera de Cambio escrita
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5865_output_12.png,cesion
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5882_output_07.png,tecientos noventa y tres. ante mi el In-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5882_output_01.png,Protesto de Letra
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5898_output_25.png,diez y seis mil reales de vellon en expecie de oro
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5886_output_34.png,Hos FF Nathan Lienmann= Paguese a la orden de Sor. A. Belifante valor
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5899_output_02.png,Diego Duff me pidio la presente original a Los Sres.
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5896_output_13.png,Dumas de esta Vezinda y comercio a quien doy
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5871_output_02.png,plata vieja: Y la Tercera de noventa y un
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5896_output_10.png,to Escrivano Publico y mayor del
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5892_output_40.png,la orden del Sor. Dn. Fernando Roger valor en quenta
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5869_output_33.png,"cabos, seguidos, y que causaren hasta su"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5867_output_14.png,"Comercio de que doy fe conozco, y me exhi-"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5866_output_14.png,de Burum
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5882_output_14.png,al Castellano su tenor es el siguiente
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5900_output_38.png,"de lo contrario le proteste, que todos los daños, perdidas inte-"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5873_output_29.png,Josef Rodriguez
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5900_output_23.png,La Primera aceptada en casa de los Señores Rey y Branderla
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5882_output_35.png,suyo por cuya razon le entere de los efectos de este
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5898_output_24.png,mera a la orden de los señores Quintin Herm.
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5862_output_12.png,obstante la qual el requirente se afirma en sus protestas
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5876_output_17.png,ras de Cambio escritas en Ydioma Extran
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5879_output_04.png,si y en nombre de su Compañia no la pagaba por no te-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5888_output_27.png,por esta primera de cambio a la orden de los Señores
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5881_output_09.png,de Bustnin y  p. su aucencia=
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5873_output_08.png,mil setecientos noventa y dos= Boyd Ken y
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5864_output_37.png,requirente reafirma en sus protestos
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5861_output_13.png,frascripto Essmo. Publico y mayor del
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5890_output_12.png,y su Compañia me exhivio una le-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5870_output_12.png,"en las firmas del ultimo endosante, vajo del"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5900_output_39.png,"reses, gastos cambios y recambios que se causaren seran"
